item_id,sentence,option_a,option_b,gold_answer
pr_fr_001727,"Ses jambes sont devenues plus fortes en tirant le traîneau au lieu de pousser le bloc, bien que _ soit plus lourd.",le traîneau,le bloc,B
pr_fr_001728,"Le mascara que nous avons acheté au supermarché local était moins cher que le correcteur, car _ était d' une mauvaise marque.",le correcteur,le mascara,B
pr_fr_001729,"Le mascara que nous avons acheté au supermarché local était moins cher que le correcteur, car _ était d' une bonne marque.",le correcteur,le mascara,A
pr_fr_001730,La femme a essayé de poser le nouveau tapis sur le sol mais _ était trop grand.,le sol,le tapis,B
pr_fr_001731,La femme a essayé de poser le nouveau tapis sur le sol mais _ était trop petit.,le sol,le tapis,A
pr_fr_001732,"JoJo entraînait son chien à renvoyer le ballon dans le panier après avoir joué, car _ se perdait souvent.",le panier,le ballon,B
pr_fr_001733,"JoJo entraînait son chien à renvoyer le ballon dans le panier après avoir joué, car _ était souvent inutilisé.",le panier,le ballon,A
pr_fr_001734,Charlie versa le sac entier de pommes vertes dans le bol jusqu' à ce que _ soit vide.,le sac,le bol,A
pr_fr_001735,Charlie versa le sac entier de pommes vertes dans le bol jusqu' à ce que _ soit plein.,le sac,le bol,B
pr_fr_001736,Le cancer qu' elle avait était plus grave que le trouble de mon amie parce que _ était en phase terminale.,le cancer,le trouble,A
pr_fr_001737,Le cancer qu' elle avait était plus grave que le trouble de mon amie parce que _ était réparable.,le cancer,le trouble,B
pr_fr_001738,"Nous avons retiré le blé de l' alimentation du bétail et remplacé le riz, car _ manquait des nutriments appropriés.",le blé,le riz,A
pr_fr_001739,"Nous avons retiré le blé de l' alimentation du bétail et remplacé le riz, car _ était riche en nutriments appropriés.",le blé,le riz,B
pr_fr_001740,"L' entrevue a été menée dans le café plutôt qu' au bureau, car _ offrait une atmosphère plus chaleureuse.",le bureau,le café,B
pr_fr_001741,"L' entretien s' est déroulé dans le café plutôt qu' au bureau, car _ offrait une atmosphère plus hostile.",le café,le bureau,B
pr_fr_001742,Je veux utiliser le téléviseur pour jouer au jeu au lieu de l' ordinateur car _ est plus grand.,l' ordinateur,le téléviseur,B
pr_fr_001743,Je souhaite utiliser le téléviseur pour jouer au jeu au lieu de l' ordinateur car _ est plus petit.,l' ordinateur,le téléviseur,A
pr_fr_001744,"Au coucher du soleil, le champ est devenu une teinte dorée, alors que _ émettait la lumière ce soir-là.",le champ,le soleil,B
pr_fr_001745,"Au coucher du soleil, le champ est devenu une teinte dorée, alors que _ absorbait la lumière ce soir-là.",le soleil,le champ,B
pr_fr_001746,"Le moteur du bateau était plus petit que le yacht, donc _ était plus puissant.",le yacht,le bateau,A
pr_fr_001747,"Le moteur du bateau était plus petit que le yacht, donc _ était plus faible.",le yacht,le bateau,B
pr_fr_001748,La femme a laissé le riz cuire sur la cuisinière mais a retiré le bœuf parce qu' elle ne voulait pas que _ soit insuffisamment cuit.,le bœuf,le riz,B
pr_fr_001749,La femme a laissé le riz cuire sur la cuisinière mais a retiré le bœuf parce qu' elle ne voulait pas que _ soit trop cuit.,le bœuf,le riz,A
pr_fr_001750,"James n' a pas pu trouver le contrôleur blanc autour du canapé, _ est définitivement caché.",le contrôleur,le canapé,A
pr_fr_001751,"James n' a pas pu trouver le contrôleur blanc autour du canapé, _ est clairement visible.",le contrôleur,le canapé,B
pr_fr_001752,"Jerry voulait sortir de la lotion de la bouteille, mais ne pouvait pas parce que _ était vide.",la lotion,la bouteille,B
pr_fr_001753,"Jerry voulait sortir la lotion de la bouteille, mais ne pouvait pas parce que _ avait disparu.",la bouteille,la lotion,B
pr_fr_001754,"Nous avons abandonné la radio comme moyen de faire notre déclaration et avons choisi la télévision à la place, car _ touchait si peu de gens.",la radio,la télévision,A
pr_fr_001755,"Nous avons abandonné la radio comme moyen de faire notre déclaration et avons choisi la télévision à la place, car _ a touché tant de gens.",la radio,la télévision,B
pr_fr_001756,"John voulait voyager pour se rendre en Australie par bateau mais il avait peu de temps, alors il a utilisé le train parce que _ est plus rapide.",le train,le bateau,A
pr_fr_001757,"John voulait voyager pour se rendre en Australie par bateau mais il avait peu de temps, alors il a utilisé le train parce que _ est plus lent.",le train,le bateau,B
pr_fr_001758,La femme a choisi le carrelage comme revêtement de sol au lieu du bois car _ était plus durable.,le carrelage,le bois,A
pr_fr_001759,La femme a choisi le carrelage comme revêtement de sol au lieu du bois parce que _ était moins résistant.,le bois,le carrelage,A
pr_fr_001760,"Le rasoir ne fonctionnait pas aussi bien que le couteau que j' avais, car _ était terne.",le rasoir,le couteau,A
pr_fr_001761,"Le rasoir ne fonctionnait pas aussi bien que le couteau que j' avais, car _ était tranchant.",le rasoir,le couteau,B
pr_fr_001762,"Une recette demandait que la viande soit cuite dans une mijoteuse, mais _ était trop peu profonde.",la mijoteuse,la viande,A
pr_fr_001763,Une recette demandait que la viande soit cuite dans une mijoteuse mais _ était trop épaisse.,la mijoteuse,la viande,B
pr_fr_001764,La poignée de vieux matériel du nouvel ordinateur a dû être remplacée car _ était obsolète.,l' ordinateur,le matériel,B
pr_fr_001765,La poignée de vieux matériel du nouvel ordinateur a dû être remplacée car _ a été modernisé.,l' ordinateur,le matériel,A
pr_fr_001766,"Le parfum dans l' air irritait la gorge de Barry, alors il a utilisé un humidificateur à la maison parce que _ améliorait sa gorge.",l' humidificateur,le parfum,A
pr_fr_001767,"Le parfum dans l' air irritait la gorge de Barry, alors il a utilisé un humidificateur à la maison parce que _ lui faisait mal à la gorge.",l' humidificateur,le parfum,B
pr_fr_001768,"L' encre de l' article a été remplacée du noir au bleu à des fins de lecture, _ était dérangeant.",le bleu,le noir,B
pr_fr_001769,"L' encre de l' article a été remplacée du noir au bleu à des fins de lecture, _ était subtil.",le noir,le bleu,B
pr_fr_001770,"Nous nous sommes beaucoup plus amusés à la fête et pas à la conférence, car _ était détendue.",la fête,la conférence,A
pr_fr_001771,"Nous nous sommes beaucoup plus amusés à la fête et non à la conférence, car _ était stressante.",la fête,la conférence,B
pr_fr_001772,"Seul le son de la trompette, et non celui de la clarinette, transperçait les oreilles de la femme parce que _ avait un son aigu.",la trompette,la clarinette,A
pr_fr_001773,"Seul le son de la trompette, et non de la clarinette, transperçait les oreilles de la femme parce que _ avait un son grave.",la clarinette,la trompette,A
pr_fr_001774,"Je voulais un nouveau design pour mon entreprise, mais j' ai opté pour un graphisme car _ était moins cher.",le design,le graphisme,B
pr_fr_001775,"Je voulais un nouveau design pour mon entreprise, mais j' ai opté pour un graphisme car _ était plus cher.",le design,le graphisme,A
pr_fr_001776,Je pense toujours que la poussière est pire que la saleté parce que _ peut pénétrer dans l' air.,la saleté,la poussière,B
pr_fr_001777,Je pense toujours que la poussière est pire que la saleté parce que _ ne sera pas dans l' air.,la saleté,la poussière,A
pr_fr_001778,Le projet que j' ai entrepris était beaucoup plus facile que son travail car _ comportait moins d' étapes.,le projet,le travail,A
pr_fr_001779,Le projet que j' ai entrepris était beaucoup plus facile que son travail car _ comportait plus d' étapes.,le projet,le travail,B
pr_fr_001780,"Nous avons dû jeter le savon et utiliser de l' acide, car _ était inefficace pour éliminer les taches de sang.",le savon,l' acide,A
pr_fr_001781,"Nous avons dû jeter le savon et utiliser de l' acide, car _ réussissait à éliminer les taches de sang.",l' acide,le savon,A
pr_fr_001782,Elle préfère rester à la maison en jouant sur sa console plutôt que de sortir et de jouer sur la balançoire parce que _ est ennuyeuse.,la console,la balançoire,B
pr_fr_001783,Elle préfère rester à la maison en jouant sur sa console plutôt que de sortir et de jouer sur la balançoire parce que _ est excitante.,la console,la balançoire,A
pr_fr_001784,"John a remplacé sa seule sonnette par une batterie pour Noël l' année dernière, _ était vieille.",la sonnette,la batterie,A
pr_fr_001785,"John a remplacé sa seule sonnette par une batterie pour Noël l' année dernière, _ était à la mode.",la batterie,la sonnette,A
pr_fr_001786,Le jeune magicien a pu verrouiller l' assistant dans la boîte mais n' a pas pu utiliser la clé pour l' ouvrir parce que _ était bien.,la boîte,la clé,A
pr_fr_001787,Le jeune magicien a pu verrouiller l' assistant dans la boîte mais n' a pas pu utiliser la clé pour l' ouvrir car _ était perdue.,la clé,la boîte,A
pr_fr_001788,"Le théâtre n' a pas projeté le film, mais a montré le dessin animé à la place, car _ était générateur de pertes.",le film,le dessin,A
pr_fr_001789,"Le théâtre n' a pas projeté le film, mais a montré le dessin animé à la place, car _ animé était un générateur d' argent.",le film,le dessin,B
pr_fr_001790,"Les pièces ont été retirées du registre et placées dans un sac, car _ était considéré comme vulnérable au vol.",le registre,le sac,A
pr_fr_001791,"Les pièces ont été retirées du registre et placées dans un sac, car _ était considéré comme protégé contre le vol.",le registre,le sac,B
pr_fr_001792,Le meurtrier a essayé de cacher le couteau dans le placard mais _ était trop petit.,le placard,le couteau,A
pr_fr_001793,Le meurtrier a essayé de cacher le couteau dans le placard mais _ était trop gros.,le placard,le couteau,B
pr_fr_001794,La cuillère était plus brillante que la fourchette parce que _ venait d' être polie.,la cuillère,la fourchette,A
pr_fr_001795,La cuillère était plus terne que la fourchette parce que _ venait d' être polie.,la cuillère,la fourchette,B
pr_fr_001796,Elle voulait jouer du ukulélé mais a fini par jouer du triangle parce que _ était si dur.,le ukulélé,le triangle,A
pr_fr_001797,Elle voulait jouer du ukulélé mais a fini par jouer du triangle parce que _ était si facile.,le ukulélé,le triangle,B
pr_fr_001798,Nous étions plus rassasiés après avoir mangé la galette de hamburger qu' après le sandwich au jambon car _ de était plus grosse.,le sandwich,la hamburger,B
pr_fr_001799,Nous étions plus rassasiés après avoir mangé la galette de hamburger qu' après le sandwich au jambon car _ au jambon était plus petit.,le sandwich,la hamburger,A
pr_fr_001800,Le diplôme ne rentre pas dans le cadre pour l' accrocher au mur car _ est trop grand.,le diplôme,le cadre,A
pr_fr_001801,Le diplôme ne rentre pas dans le cadre pour l' accrocher au mur car _ est trop petit.,le cadre,le diplôme,A
pr_fr_001802,"J' ai essayé d' adapter ma nouvelle image avec une belle bordure, mais je ne pouvais pas parce que _ était trop large.",la bordure,l' image,B
pr_fr_001803,"J' ai essayé d' adapter ma nouvelle image avec une belle bordure, mais je ne pouvais pas parce que _ était trop étroite.",la bordure,l' image,A
pr_fr_001804,L' employeur de Kim a remplacé son tapis de bureau par du bois après que l' odeur est devenue si mauvaise que _ était vieux.,le bois,le tapis,B
pr_fr_001805,L' employeur de Kim a remplacé son tapis de bureau par du bois après que l' odeur est devenue si mauvaise que _ était neuf.,le bois,le tapis,A
pr_fr_001806,Le coiffeur a essayé d' utiliser les ciseaux pour couper les cheveux mais _ étaient trop forts.,les cheveux,les ciseaux,A
pr_fr_001807,Le coiffeur a essayé d' utiliser les ciseaux pour couper les cheveux mais _ étaient trop faibles.,les cheveux,les ciseaux,B
pr_fr_001808,"En cherchant des roches, la femme a jeté le jaspe de côté et a collecté le quartz parce que _ était commun.",le quartz,le jaspe,B
pr_fr_001809,"En cherchant des roches, la femme a jeté le jaspe de côté et a collecté le quartz car _ était rare.",le jaspe,le quartz,B
pr_fr_001810,"Elle voulait voir un film, plutôt qu' un concert, à son rendez-vous, car elle trouvait que _ avait l' air ennuyeux.",le concert,le film,A
pr_fr_001811,"Elle voulait voir un film, plutôt qu' un concert, à son rendez-vous, car elle trouvait que _ avait l' air excitant.",le concert,le film,B
pr_fr_001812,Leonard veut se débarrasser de sa vieille camionnette et acheter une nouvelle voiture parce que _ a un kilométrage horrible.,la camionnette,la voiture,A
pr_fr_001813,Leonard veut se débarrasser de sa vieille camionnette et acheter une nouvelle voiture parce que _ obtient un kilométrage fantastique.,la voiture,la camionnette,A
pr_fr_001814,"Alfred a écrit une note et une lettre, mais seule la lettre a été lue car _ a été perdue.",la lettre,la note,B
pr_fr_001815,"Alfred a écrit une note et une lettre, mais seule la lettre a été lue parce que _ a été retrouvée.",la note,la lettre,B
pr_fr_001816,Sara pensait qu' elle avait peut-être un problème avec le café mais qu' elle allait bien avec l' alcool parce que _ était une dépendance.,l' alcool,le café,B
